work_key,title,subtitle,description,first_sentence,edition_count,first_publish_year,first_publish_date
OL2959281W,The Secret Mistress,,"One more night....
 
Tricked into believing Luis Angel Martinez was committed to marrying another woman, and convinced he had drawn her into being his secret mistress, Shontelle had ended their affair, declaring he'd been no more to her than an interesting Latin lover.
 
Two years on, Luis wasn't married and he was the only man who could get her brother's tour group out of danger...in exchange for one more night with her. But what would it be--a night of truth, love or vengeance?",,12,1999,"June 1, 1999"
OL3775469W,Freedom To Love,,"Women were just playmates to him.

Adam Wild was a dynamic man—a talented photographer, exceptionally attractive, but cynical to the core. Women flocked to him, but his affairs never lasted long. In his own words, “Only freedom can give happiness.”

So when Katy found herself with no alternative but to share her holiday in the Canadian Rockies with him, she was determined to resist his powerful charms.

Much as she longed to be that special woman in his life, she knew it was impossible. She’d only end up getting deeply hurt.",,7,1981,
OL554615W,Romancing Mister Bridgerton,,"E-Book Extras: ONE: Behind the Novel: Romancing Mr. Bridgerton by Julia Quinn; TWO: The Bridgerton Basics: Ms. Quinn Fills You In.  Penelope Featherington has secretly adored her best friend's brother for...well, it feels like forever. After half a lifetime of watching Colin Bridgerton from afar, she thinks she knows everything about him, until she stumbles across his deepest secret...and fears she doesn't know him at all. Colin Bridgerton is tired of being thought nothing but an empty-headed charmer, tired of everyone's preoccupation with the notorious gossip columnist Lady Whistledown, who can't seem to publish an edition without mentioning him in the first paragraph. But when Colin returns to London from a trip abroad he discovers nothing in his life is quite the same -- especially Penelope Featherington! The girl haunting his dreams. But when he discovers that Penelope has secrets of her own, this elusive bachelor must decide...is she his biggest threat -- or his promise of a happy ending?",,20,2002,
OL3519297W,Desirable Property,,"It wasn't really any of her business

Verity didn't approve of her married girlfriend Gussie's affair with Captain Benedict Dysart, but she wasn't personally involved. All she had to do was sell Gussie's Cotswold cottage and try to keep out of the lovers' way.

It was all rather sordid, she thought. What kind of man would play around with another man's wife?

Then, surprisingly, she discovered Ben wasn't quite the cad she'd imagined after all....",,3,1985,1985
OL44995W,Far from the Madding Crowd,,"Independent and spirited Bathsheba Everdene has come to Weatherbury to take up her position as a farmer on the largest estate in the area. Her bold presence draws three very different suitors: the gentleman-farmer Boldwood, soldier-seducer Sergeant Troy and the devoted shepherd Gabriel Oak. Each, in contrasting ways, unsettles her decisions and complicates her life, and tragedy ensues, threatening the stability of the whole community. The first of his works set in the fictional county of Wessex, Hardy's novel of swift passion and slow courtship is imbued with his evocative descriptions of rural life and landscapes, and with unflinching honesty about sexual relationships.",,250,1874,
OL16550682W,Fifty Shades Freed,,"Cuando la inexperta estudiante Anastasia Steele conocio al joven, seductor y exitoso empresario Christian Grey, nacio entre ellos una sensual relacion que cambio sus vidas para siempre.Sin embargo, desconcertada y llevada al limite por las peculiares practicas eroticas de Christian, la joven lucha por conseguir un mayor com promiso por parte de Grey. Y Christian accede con tal de no perderla.Ahora, Ana y Christian lo tienen todo: amor, pasion, intimidad, bienestar y un mundo de infinitas posibilidades. Pero cuando parece que la fuerza de su relacion puede superar cualquier obstaculo, la fatalidad, el rencor y el destino se conjuran para hacer realidad los peores temores de Ana.""Cincuenta sombras: la exitosa combinacion de historia romantica y juego erotico de alto voltaje que ha tocado la fibra de muchas mujeres.",,78,2011,
OL21576882W,Married for Revenge,,"Marriages are arranged…

Mysterious

Vitale Roccanti’s plan was simple – sleep with the daughter to get to the father. But Zara Blake was shattered by the night she risked it all – and lost. She took just one chance for passion. But that’s nothing compared to what will come in nine months’ time!

Indecent

Having come from the streets of Athens, Sergios Demonides thought he had seen it all. Then Beatriz Blake walked into his office and asked him for a marriage of convenience! Sergios needs a mother for his late cousin’s children, so the heiress and the ruthless billionaire strike a deal…

Deception

On a mission to steal Navarre Cazier’s laptop to save a fellow chambermaid’s reputation, feisty Tawny Blake is caught red-handed! Blushing brighter than her flame-coloured hair, she’s sure she’ll be fired. Then Cazier presents her with a shocking proposition. (copied from goodreads.com)",,2,2015,
OL3498560W,The Greek Tycoon's Virgin Wife,,"Reluctant mistress, convenient wife. Xandro Caramanis wants a wife. She must be well-bred, willing to give him an heir and accept a loveless arrangement. Ilana Girard is a society beauty with a head for business who understands emotions are not part of the deal... Ilana accepts Xandro's proposal because she needs his protection. He doesn't realize she's never slept with a man before, and it's reluctantly that she takes her place in his bed...",,10,2007,"October 1, 2007"
OL3458061W,The Awakened Heart,,"He'd proposed -- a marriage of convenience!

Dr. Rijk van Taak ter Wijsma hadn't gone down on bended knee, nor had there been fireworks when he'd kissed her cheek, but then, Sophie had decided long ago that romance wasn't for her. She'd experienced the bitterness of a love gone wrong and was now quite content to consider a comfortable relationship. 

After all, Sophie and Rijk were becoming the best of friends. Their marriage would be a partnership that would offer contentment and a quiet happiness. They'd be spared the ups and downs of passion. But would such a marriage also offer solace to Sophie's awakened heart?",,14,1993,1993
OL24286281W,Miranda's marriage,,"Desperation forced Miranda to encamp for the night in Jason Steele's office suite, but unfortunately he found her there, and after the unholy wrath that resulted she never dreamed that a few months later she would become his wife. For Jason was reputed to be a rake where women were concerned. What chance of happiness had Miranda?",,1,1974,
OL4278188W,The Faithful Bride,,"To love, honor...and trust?

Ten years ago, Janet had been devastated when Wade Holt announced that their wedding was off! A jealous friend had spread lies about Janet having been unfaithful.... Janet was stunned. Wade had always been the only man for her!

If they married now, Janet knew her innocence would be proved beyond doubt on their honeymoon. But she didn't want to be a bride under suspicion--Wade had to believe she was a wife to trust!

WHITE WEDDINGS
True love is worth waiting for...",,4,2000,
OL31785731W,The Billionaire's Marriage Bargain,,"The price of stolen passion...

 Kenzie, 27,  is determined to walk away from Dominick Masters, 38. He never loved her, or wanted a child. But now she needs a favor from her estranged husband. In return for his help she must spend a weekend at his country mansion--at his bidding!

 Kenzie has no choice but to agree, but finds being alone with Dominick a delicious temptation--though stolen passion has its price. How will Dominick react when he hears Kenzie's important news?",,9,2007,
OL19667762W,If He Had Been With Me,,"A New York Times Bestseller

*A BookTok Viral Sensation*

An achingly authentic and raw portrait of love, regret, and the life-altering impact of the relationships we hold closest to us, this YA romance bestseller is perfect for fans of Colleen Hoover, Jenny Han, and You've Reached Sam.

If he had been with me, everything would have been different…

Autumn and Finn used to be inseparable. But then something changed. Or they changed. Now, they do their best to ignore each other.

Autumn has her boyfriend Jamie, and her close-knit group of friends. And Finn has become that boy at school, the one everyone wants to be around.

That still doesn't stop the way Autumn feels every time she and Finn cross paths, and the growing, nagging thought that maybe things could have been different. Maybe they should be together.

But come August, things will change forever. And as time passes, Autumn will be forced to confront how else life might have been different if they had never parted ways…",,6,2013,
OL15176969W,"Desert Prince, Bride of Innocence",,"Prince Jasim bin Hamid al Rais was concerned that his womanizing elder brother was bewitched by his child's nanny—the throne of Quaram could be threatened by scandal! Though Elinor Tempest appeared to be a fragile beauty, Jasim wasn't fooled; he'd deal with this strumpet himself....Only after he'd ruthlessly seduced her did Jasim discover Elinor really had been a virgin—and she'd fallen pregnant! A royal baby couldn't be born out of wedlock so, faster than the desert wind, Elinor became Jasim's unwanted bride.... 

I dunno which is better ? 
The GR reviews Or the book? 
You decide, but if you need a laugh? def read the GR reviews",,9,2009,
OL9195992W,"Their Wedding Day  (This Time, Forever)",,"He had returned to save her...

Once a handsome prince rescued a beautiful princess.... Well, that was what Rowena Goodman's children believed. And they soon decided that Keir Delahunty was the prince sent to rescue their mother. But Rowena had trouble believing that Keir, who had left her waiting for him all those years ago, and who could have any woman his heart desired, wanted her.

Keir insisted he loved Rowena and the children, and that they were essential to his future happiness. To prove his good intentions he set out to slay all Rowena's dragons. That left Rowena with no excuses and one secret to share with Keir...and it concerned her oldest child.",,8,1996,
OL3845147W,No honourable compromise,,Verity's dream of taking her rightful position in her father's company was snatched  from her when her place on the board was given to Holt  Jepherson.  Verity never backed down from a challenge in her life no matter the consequence....,,4,1984,
OL3498694W,Winter Of Dreams (Year Down Under),,"If it hadn't been for an outrageous act by her twin sister, Olivia Marlow would never have been considered for the prized Pendragon commission. And the New Zealand artist would never have set eyes on Jordan Pendragon again, the man fate had made her personal devil. 

Their shared memories only humiliated Olivia, but gave Jordan an advantage-he'd seen her soul. But would he ever be able to bare his own?",,6,1992,"September 1, 1993"
OL8032157W,Pride & A Pregnancy Secret,,"""I'm having your baby.""They were words she would never speak to her lover, Ryan Blackstone, Australia's richest gem dealer. For Jessica Cotter was his secret mistress, with him only for torrid sessions behind the drawn drapes of his bachelor bedroom. She had no future with the man whose mantra was No kids, no carats. Though she knew the rules, Jess had broken them. Now she had no choice but to walk away from Ryan...unless the man with a heart as hard as diamonds could learn to love her back....",,2,2008,
OL3773912W,A Fiery Baptism,,"Why had Rafael come back?

In the five years since their marriage ended, Sarah had devoted herself to her beloved twins. She’d never expected Rafael to walk back into her life, nor had she realized he’d been unaware of the twin’s existence. Theirs had been a whirlwind courtship. Rafael loved with passion; he created hauntingly beautiful works of art with passion; and Sarah realized now on a tide of pain and regret, he hated with that same emotional intensity. Rafael hadn’t changed – he was still a determined, dangerous man. But with the wounds of the past unhealed within her, Sarah wasn’t going to get burned again! (copied from lynnegraham.com)",,8,1991,
OL36632W,Jamaica Inn,,"Her mother's dying request takes Mary Yellan on a sad journey across the bleak moorland of Cornwall to reach Jamaica Inn, the home of her Aunt Patience. With the coachman's warning echoing in her memory, Mary arrives at a dismal place to find Patience a changed woman, cowering from her overbearing husband, Joss Merlyn.

Affected by the Inn's brooding power, Mary is thwarted in her attention to reform her aunt, and unwillingly drawn into the dark deeds of Joss and his accomplices. And, as she struggles with events beyond her control, Mary is further thrown by her feelings for a man she dare not trust....",,100,1936,1936
OL4092675W,Friday's Child,,"Rejected by the woman he deeply craves, the incomparable Miss Milborne, for his unsteadiness of character, wild Viscount Sheringham is bent on avenging fate and coming into his fortune. Rebellious young Sherry could not gain his inheritance until he married, he leaves his mother's house and on a passionate impulse, he vowed to marry the next woman he saw. But the very first woman he sees is his life-long friend Hero Wantage, a young and charmingly unsophisticated girl. To orphaned, pixie-ish Hero, who has secretly loved him since childhood, it seemed like a star-studded dream when dashing Lord Sheringham asked her to be his bride--for although she knew it was a marriage of convenience (his convenience), it eliminated the depressing prospect of life as a governess. It seems that this marriage might solve all their problems.

Back in London, Hero soon discovers the glamorous social scene and strives to make a name for herself among the right circles. But their marriage soon became a frenetic comedy of errors, as Hero tried to keep up with the fashionable and very unfamiliar society in which she now found herself. From chariot races to gambling tables to exclusive drawing rooms, an exasperated Sherry followed in his wife's wake, trying to clear the air after her well-intentioned but scatterbrained escapades. But when Sherry intervenes, fearing she’ll embarrass them both, misunderstandings pile up, friendships are tested and hearts are pushed to breaking point. And it was with great surprise that both Hero and Sherry discovered that even a marriage of convenience can turn into a love affair, under certain circumstances....",,48,1944,
OL4273148W,The Billionaire's Pregnant Mistress,,"When 30 year old Greek billionaire Dimitri Petronides is forced to give up 23 year old Xandra Fortune, his beautiful mistress, he's certain she won't be too distraught. For all the intense passion they've shared, she's never let him into her heart, and such a commitment-shy woman could never be his wife....
 
But after their split Dimitri discovers that Xandra Fortune is not who he thought she was -- and she is also pregnant with his child. Now he has to track her down and claim his mistress as his wife!
 
Mistress to a Millionaire -- she's his in the bedroom, but he can't buy her love.",,1,2004,
OL3759160W,Passionate Possession,,"He had misjudged her

Lucy Howard didn't like arrogant men, and Niall Cameron certainly came into that category for her ! He didn't even know her, but he quite happily jumped to all the wrong conclusions. She was rich, spoiled, uncaring and just the sort of woman he disliked most. 

Not that Lucy cared what he thought of her. She wasn't interested in stealing someone who was already committed to a long-term relationship with another woman. But Niall didn't seem to have any such scruples...",,7,1992,
OL16028327W,A Place Called Rambulara,,"When does a dream become a obsession? 

At first Georgina couldn't quite believe it. Why would her brother sacrifice his marriage for the amusement of a woman who was all the while obsessed with desire for her brother-in-law, Quinn Shieffield? 

Then Georgina, too, faced the formidable Shieffield power. ""You might be your brother's guardian angel,"" Lucinda warned, ""but there's no angel looking after you."" And where the masterful Quinn Shieffield was concerned, Georgina had to admit she was powerless. 

Quinn's influence was pervasive, intoxicating -- and inexplicably frightening!",,4,1984,
OL24153842W,All He'll Ever Be,,"I get why Beauty fell in love with the Beast, but it doesn’t change who Carter is.
There’s no magical rose or kiss that will turn him into a prince.
All Carter Cross will ever be is a beast.
A cold-hearted and ruthless, mafia king, trapped in a castle of his own making I’m the daughter of his enemy and his new possession. A mafia bargain for war. I thought that’s all I was to him, but I was never prepared for the next page of our story…

“Dark, sexy and incredibly masterful, Carter and Aria's story had me riveted from beginning to end…” - Nightbird Novels

All He’ll Ever Be is the complete collection of the USA Today bestselling, Merciless series.
It’s a dark, modern retelling of a tale as old as time.",,4,2019,
OL26119633W,Vow of Deception,,"My husband. My Tormentor.

The most notorious man in the city offers me a job.
Act as his dead wife.
Adrian Volkov isn’t the type of person who takes no for an answer.
He commands with an iron fist and all his orders are met.
When he approaches me with the offer, I have two options.
Go to prison or put myself under his wrath.
I choose to have a roof over my head. What’s so hard about acting, right?
Wrong.
The moment I step into his wife’s shoes, everything spirals out of control.
My only way of survival is through Adrian.
Or is it?",,4,2021,
OL11277286W,Desire,,"Natasha was crushed when her engagement to Mike Porter was suddenly called off. And that was the only reason she allowed herself to have so much champagne at the party.

But there was no excuse for finding herself in Lee Farrell's bed the next morning. That was something totally out of character for Natasha—and it cost her dearly.

Rushed into marriage, expecting Lee’s baby, she thought the future seemed bleak indeed. For how could she ever love a man she hardly even knew?",,4,1981,
OL10530570W,Difficult decision,,"He was a man with a heart of marble:

Until the day of the job interview, when his totally emotionless eyes fastened on her, Deborah hadn't believed anyone could be as cold and hard as Zane Wilding.

He was the most demanding boss she'd ever had, and was also ruthless in his personal life. His good looks didn't make up for the inhuman iciness with which he treated even his wife.

But by the time Deborah learned the real facts behind Zane's behavior, it was already too late to stop her headlong plunge into love.",,6,1980,
OL66562W,Sense and Sensibility,,"When Mr. Dashwood dies, he must leave the bulk of his estate to the son by his first marriage, which leaves his second wife and three daughters (Elinor, Marianne, and Margaret) in straitened circumstances. They are taken in by a kindly cousin, but their lack of fortune affects the marriageability of both practical Elinor and romantic Marianne. When Elinor forms an attachment for the wealthy Edward Ferrars, his family disapproves and separates them. And though Mrs. Jennings tries to match the worthy (and rich) Colonel Brandon to her, Marianne finds the dashing and fiery Willoughby more to her taste. Both relationships are sorely tried. But this is a romance, and through the hardships and heartbreak, true love and a happy ending will find their way for both the sister who is all sense and the one who is all sensibility. - Publisher.",,2090,1811,
OL3759223W,A sudden engagement,,"Had he been cruel only to be kind?

 Kirsty's promising stage career had nearly been destroyed by a scathing review written by Britain's foremost drama critic, Drew Chalmers. So when Kirsty saw a chance to avenge herself, she took it, unmindful of the consequences.

 Her vengeance seemed to provoke no retribution, especially when she was offered a place in an important Shakespearean company--until she suddenly found herself engaged to Drewand learned it was his influence that had won her the job.

 Now, while learning her new role, Kirsty must learn to play the part of Drew's lover... to perfection!",,6,1983,
OL17388853W,A Ring to Secure His Heir,,"***An unexpected glitch in his plan...*** 

Working late is nothing new for tycoon Alex – and it’s the perfect excuse to get close to office-cleaner Rosie Gray. He’s promised his ailing godfather he’ll discover whether his long-lost granddaughter is a worthy heir.


Intoxicated by the after-hours attention of this mysterious, suave businessman, Rosie finds her dreams destroyed with the slamming of the bedroom door on their one-night stand. Discovering she’s pregnant, she goes to confront him – but no one at work has heard of Alex Kolovos… They do, however, know Alexius Stavroulakis, the CEO, and he has a glittering proposal for her!",,9,2012,
OL3458016W,Pineapple Girl,,"It was a pineapple given to her by a grateful patient that led Eloise Bennett to meeting the Dutch doctor Timon van Zeilst. Shortly after that, Eloise went to Holland to nurse a patient and there was Dr. van Zeilst again! Thrown into his company, Eloise soon realized that she loved him. But Timon was going to marry the beautiful Liske—so why would he look twice at Eloise?",,10,1977,"September 1, 1999"
OL4056404W,Be My Girl!,,"The bachelor needs a wife....
As a teenager, Katie Deakins had caused Nick Kenton nothing but havoc and had even ruined his love life! Now, years later, she was coming to stay and Nick felt obliged to look after her....

Nick was shocked to discover that the wild child had turned into a woman! A beautiful, radiant woman who made him laugh - and drove him mad. And, while she breathed fire into his stuffy city life, he became aware of her devious plan - to win him and wed him!",,7,1998,
OL15563527W,The Double Wager,,"Henry was no gentleman 

In fact, Henry was not a man at all. Henry was a young lady, if you could call any female a lady who refused to go by her proper name of Henrietta but preferred her most unsuitable tomboyish nickname. 

But now Henry had to be even more than a lady. She had to become a wife - to the handsomest, most sought-after, worldly and bored lord in London, the Duke of Eversleigh. For Henry had wagered her most precious possession that she would achieve this seemingly impossible goal, and she dreaded what would happen if she lost...just as she feared what might occur if she won...",,4,1985,
OL3771285W,Pale Orchid,,"Pam’s attempted suicide brought her sister Laura back to Hawaii to appeal to Jason Montefiore to help find his brother-in-law – her sister’s lover.  It would be the first time for three years she had seen him – since she had walked out of his life and away from his manipulative infidelities.  She had been prepared to face his anger, but not his passion – nor his determination to have her back.  How far would Jason go to ensure that he got Laura back in his life, his arms…his bed?",,10,1985,
OL11277336W,Stranger in the Night,,"At the age of eighteen, when most normal girls are beginning to take an interest in men, Clare had met Luke Murry - and after one shameful and terrifying encounter with him had been afraid of men ever since. Now at twenty-seven, she had settled into a reasonably happy, single life; and she had met Macey Janson, and for the first time in years found herself interested in someone. It was not the moment for Luke to appear in her life again, reviving all her fears - and what was just as bad, making Macey think the worst of her.…",,5,1980,
OL2705573W,Anna of Strathallan,,"Anna Drummond was grown-up before she learned that her grandparents were still alive, and eager to be reunited with her. So she set off for their sheep farm in New Zealand and was met with all the warmth and love she could have hoped for. Unfortunately, though, she did not get anything like such a warm welcome from the farm manager, Calum Doig, who was convinced she had only come there for purely mercenary motives. How could she cope with his hostility and suspicion? And how, as time went on, was she to fight her growing love for him? Especially as, in the lovely Sophy Kirkpatrick, she had a rival with whom she couldn't possibly compete!",,6,1975,1975
OL27729743W,The Housemaid,,"Every day I clean the Winchesters' beautiful house top to bottom. I collect their daughter from school. And I cook a delicious meal for the whole family before heading up to eat alone in my tiny room on the top floor.

I try to ignore how Nina makes a mess just to watch me clean it up. How she tells strange lies about her own daughter. And how her husband Andrew seems more broken every day. But as I look into Andrew's handsome brown eyes, so full of pain, it's hard not to imagine what it would be like to live Nina's life. The walk-in closet, the fancy car, the perfect husband.

I only try on one of Nina's pristine white dresses once. Just to see what it's like. But she soon finds out... and by the time I realize my attic bedroom door only locks from the outside, it's far too late.

But I reassure myself: the Winchesters don't know who I really am.

They don't know what I'm capable of . . .",,17,2022,
OL3775343W,No Longer a Dream,,"Was he offering her a second chance for love?

To research her book, author Cat Howard had chased down Caleb Steele, the arrogant owner of a film studio. But when she woke up in his bed one morning, unable to remember how she'd got there, she was horrified! 

Her only love had died five years earlier, and she had never stopped missing him. Now she was torn between loyalty to the past and a powerful attraction she could not deny. 

Cat's genuine innocence and fiery wit captivated Caleb and he was determined to win her. If only her memories would release her.",,7,1986,
OL3759022W,Back in the Marriage Bed,,"Her husband... her lover?

Annie can't believe Dominic Carlyle's claim. How can he be her husband? Why would she have walked out on him and forgotten all about their marriage?

To jog Annie's memory, Dominic insists they move in together. Annie is compelled to say yes -- haunted by the memory of a dream in which a man makes love to her... a man who looks just like Dominic.",,8,2000,
OL3981106W,Betrayal of Love,,"A divorce? Is that what you want?""

After four years apart, Leon's reappearance was an intrusion into Felicity's successful new life. She'd done her best to forget him.

Leon Draker might not have changed much in that time, but she had. No longer the shy, insecure, incredibly innocent eighteen-year-old he'd married--Fliss was mature and not so easily manipulated.

But Leon's demands for rescuing Harlie Domestic Appliances and saving the jobs of its employees shocked her. He wanted Fliss to resume their marriage....",,3,1990,
OL15829490W,The Billionaire Boss's Bride,,"Billionaire Curtis Diaz is determined to uncover why his new executive assistant, prim and proper Tessa Wilson, fuels his desire like no other woman. Is there life beneath her sensible, shapeless business suits?One smoldering kiss from her boss and Tessa's professional exterior crumbles. The sensual woman in her is unleashed and soon she's swapped business for a steamy bedroom affair....Until Tessa discovers just what else is on Curtis's agenda...",,3,2005,
OL4181990W,Master Of Passion,,"She had some explaining to do

In a show of true friendship, Parisa Belmont had agreed to help retrieve a folder of incriminating photographs. But when she found herself dressed like a cat burglar, ransacking an elegant Mayfair apartment, she suddenly had second thoughts. But by then it was too late.

Caught in the act, Parisa found herself facing the glittering eyes of the man blackmailing her best friend. Luc di Maggi was actually willing to bargain for the photos, for now he was in a position to demand what he'd been denied ten years ago. Luc wanted Parisa at his mercy--and in his bed.",,1,1994,
OL3498675W,Price of Passion,,"Kate had learned certain lessons as Drake Daniels's lover:

Lesson number one: 
The price of loving Drake was not to love him.

Lesson number two: 
Never give him what he expected.

Discovering she was pregnant certainly fulfilled lesson number two. Drake had made it clear  commitment and children were not on his menu.  Now Kate must break her news. But when she sees Drake, passion kicks in, begging to be indulged again...just once! 

.

<b>Spoiler Alert! Don't read any further</b>

.

 StMargarets review rated it  2 stars
 
The dog wasn’t a stray but belonged to the hero.
The rat was really a kitten.
The OW was an editor, not a mistress. 
The hero was celibate when they were apart, not a womanizer.

The hero convinces the heroine to extend her holiday to mourn her lost pregnancy and to spend time with him. They start up their sexual relationship again with the hero dropping hints he’s ready to settle down. They have unprotected sex once and this time the heroine is really pregnant She works for his publisher and is sent to find him, moves in next door. not a story I was happy with reading. 
IMHO 
May be DNR if so. JUST READ GR REVIEWS",,2,2008,"January 8, 2008"
OL3803167W,The Bride In Blue,,"Brotherly love...?

 It was Sophia's wedding day, but she wasn't a happy and radiant bride. How could she feel anything but blue when she wasn't marrying Godfrey, the man she'd loved and the father of the baby she was expecting? Instead she was to wed Godfrey's younger brother. Jonathon Parnell was coldly handsome, and ruthless about carrying out the deathbed promise he'd made to Godfrey: to marry Sophia and give their baby legitimacy and financial security. 

 Jonathon had assured Sophia that this would be a marriage in name only, but now she was beginning to realize that he expected her to act the role of his wife - in every sense...",,3,1996,
OL3498747W,Don't Call It Love,,"**Anna wanted love, not just its trappings**
Anna Horton was a sane, down-to-earth kind of person and not normally given to wild excesses. Then she became governess to Richard Gillespie's little daughter, Chrissy, at their Yandilla home of the coast of Australia.

For the first time in Anna's life, love secretly touched the depths of her heart. But Richard was under the impression that Anna, with good reason, was as contemptuous of love's illusions as he was.

So he saw no reason why Anna couldn't marry him - for Chrissy's sake - and not be disillusioned.",,4,1984,"October 1, 1984"
OL26947W,Ransom,,"Highlands' Lairds #2
As a child, Gillian lost her sister and saw her father killed by Baron Alford, a man driven by greed, determined to obtain a jewelled box belonging to King John. Years later, while searching for her sister, Gillian enlists the aid of Scottish Lairds Ramsey Sinclair and Brodick Buchanan, as well as a new friend, Brigid Kirk Connel. The four unite to face the terrifying and powerful baron who has stolen Gillian's home. But in the process of regaining her heritage, will Gillian lose her heart?

Highlands' Lairds Series:
The Secret (Highlands' Lairds, #1)
Ransom (Highlands' Lairds, #2)
Shadow Music (Highlands' Lairds, #3)",The fate of the entire MacPherson clan rested in the hands of Laird Ramsey Sinclair.,6,1999,1999
OL3775268W,Bride By Blackmail,,"Georgie, 23, is still in love with her ex-husband, Jed, but has resigned herself to life without him. She is sure that he can never give her the love she yearns for and that she can never give him what he needs…a baby.

Jed Lord, 33, always gets what he wants! Right now the only thing on his mind is to kick-start his marriage again. It's been a couple of years since he last saw Georgie, but he's determined to win her back - even if blackmail is the only way!",,6,2003,
OL11327425W,Prisoner in Paradise,,"Her stepfather lived in a fairy-tale world

Ralph Francis had snatched Sara from her boarding school and thrust her into his jet-set life-style. She was delighted with her stepfather's generosity--and the excitement of their life together.

Until Tim Knight came along. Ralph objected to Sara's friendship with Tim--and so did Tim's formidable brother Jason. Jason thought Ralph was dishonest and that Sara was in league with him.

Suddenly, truth and tragedy eliminated both Ralph and Tim--leaving Sara at Jason's mercy.",,3,1980,
OL16079288W,Mowana Magic,,"Mowana Magic by Margaret Way
His opinion of women galled her!

Just because the outrageously handsome Kiall Lancaster was supreme master of his domain, the breathtaking Australian station of Mowana, didn't give him the right to treat all females with disdain.

Ally had flown out to his magnificent homestead to help out his stepsister, Sacha, a friend in need. There was she confronted with the problems created by the Lancaster men's attitude to their womenfolk. Somehow Ally had to turn things about at Mowana. And she had to teach chauvinistic Kiall a lesson... without giving in to his considerable charms!",,4,1988,
OL3475970W,A Durable Fire,,"Passion or hatred--which was stronger?

From the moment she first met heartless, handsome Kyle Beringer, Arminel was overwhelmed by conflicting emotions.

Kyle was convinced Arminel's engagement to his brother Rhys was not a union of two lovers. In fact, he assumed she was a gold-digging little tramp, interested only in the Beringer fortune.

He did everything he could to make it clear her presence on the family's New Zealand sheep station was an unwelcome intrusion.

But his eyes gave him away. They flamed with violent desire that Arminel was powerless to resist.",,4,1984,"August 9, 1991"
OL59380W,Come Love A Stranger,,"A woman with no name and no memory...The two men who claim her:one with love, the other with fear...A dazzling tale of secret passions--and a love tragically lost and miraculously reborn--by the incomparable storyteller.Mere days after Ashton Wingate's wedding to the enchanting Lierin, capricious Fate stole the Mississippi plantation owner's beloved from him.  Now, three years later, his carriage has collided with a cloaked rider on horseback:  a woman who bears an uncanny resemblance to the young bride who was swallowed up by the merciless river.She awakens from unconsciousness in his magnificent home with no memory of who she is.  Yet the tenderness of this noble, caring stranger who lovingly calls her ""Lierin"" soon captures her heart and enflames her with wanting.  Then another enters their lives, threatening to destroy the happiness they have rediscovered in each other's arms--the dark and dangerous Malcolm Sinclair, who claims the enigmatic beauty is, in fact, his own wife, Lenore.  But Ashton has sworn that he will not lose his adored one a second time, and he will risk any peril to preserve their newfound joy--no matter what the unremembered secrets of his lady's past ultimately reveal.LIERINWith no name and no memory, she awakens from a nightmare of madness into the lives of two stranger. One she desires, one she fears--but both have claimed her heart.To handsome plantation owner Ashton Wingate, she is Lierin--the cherished bride cruelly stolen from him by capricious Fate. The other calls her Lenore--entangling the lost, tormented beauty in his sinister web of perilous deceit. But it is in the adoring arms of noble Ashton that her true destiny awaits--as they join together to unlock the mysteries of a shadowed past. . .and to rekindle the flames of a glorious love once vanished but never forgotten.",,12,1984,
OL7990778W,The Trophy Husband,,"Hidden agendas....

The personal assistant: When Sara Lacey caught her fiance being unfaithful with her cousin, she felt doubly betrayed.

Her boss: Almost miraculously, Alex Rossini was on hand to help Sara pick up the pieces. However, having worked for Alex for some time now, she knew he never did anything without expecting something in return. So why was she surprised when he revealed that he was prepared to pay the cost of having her--be it money or marriage?

Business or pleasure? Sara wanted Alex so badly, she would have given herself to him with no strings attached. But in order to win Alex, she would have to play his game--and choose her price....",,7,1996,
OL4440534W,Bride's Lace,,"If Bliss wanted to keep her brother out of serious trouble, and if she didn't want to lose her beloved family home, she had only one option open to her: to marry the formidable Greek Paris Apollonaris. But why should Paris be so anxious to marry her? He had forced his way into her heart—but he did not love her, and never would . . .",,3,1984,
OL21505716W,Rings of Gold,,,,2,2013,
OL3773948W,Mistress Bought and Paid For,,"Had supermodel Lydia Powell really stolen money from a charity for disadvantaged children? Cristiano Andreotti hoped so. This was his chance for revenge on the woman who'd rejected him. He'd pay back the missing money to have Lydia at his mercy! 

But Cristiano discovered Lydia was a virgin and if he took a woman's innocence, then he also had to make her his bride!",,7,2006,
OL554620W,The Duke and I,,"By all accounts, Simon Basset is on the verge of proposing to his best friend's sister--the lovely and almost-on-the-shelf--Daphne Bridgerton.  But the two of the know the truth--it's all an elaborate ruse to keep Simon free from marriage-minded society mothers.  And as for Daphne, surely she will attract some worthy suitors now that it seems a duke has declared her desirable....",,21,2000,2000
OL11327981W,You Owe Me,,"Chris had tried to forget Slater James. He'd betrayed her in the worst way possible- with her cousin. And when her cousin had become pregnant, he had married her.
Now Slater was widowed, and Chris had to face him again, as guardian of his six-year-old daughter. To her surprise, he seemed set on a passionate vendetta, claiming she owed him.
Owed him what? Only little Sophie knew the truth. The trouble was, since her mother's death, she hadn't uttered a single word.",,7,1985,
